t[s],p1[Pa],p2[Pa],mobA[kg],immA[kg],dissA[kg],sealA[kg],mobB[kg],immB[kg],dissB[kg],sealB[kg],M_C[m],sealTot[kg]
10,3000.0,0.8798451102185768,0.48705575344292495,0.08246429927963883,0.25936107328082725,0.6873733284314413,0.8056297155665385,0.24467701113999674,0.28208954370588224,0.12290704447072764,0.7748283149623605,0.56037575745532,0.276748910783745
11,3300.0,0.4181164894417799,0.3026930234712828,0.3790310552140852,0.06685664724176443,0.9517759488177858,0.36018510828346917,0.9061922305289952,0.8289824304644609,0.07107341929760158,0.24087776028349717,0.11334531979476781,0.39295522584221976
12,3600.0,0.6006403239552559,0.5086161340545478,0.2649066085484981,0.6867600616257915,0.5980864968279971,0.06352688516923088,0.05839922033326672,0.9193536296894625,0.02804305426897935,0.48549372761725607,0.5357632181360646,0.8294818559595813
13,3900.0,0.8523075768481321,0.8737010044938888,0.15730543047550472,0.8134938083447711,0.27973029575758324,0.4533530723418111,0.6926872675673846,0.48360860194255073,0.7807124972552035,0.1677352768493554,0.021786647097796208,0.8518841796809653
14,4200.0,0.8973256428344903,0.5609869936516952,0.8679360446977531,0.5976659612954813,0.5164672824775214,0.8968378584462993,0.14572978000819348,0.645713458934234,0.06944392235212227,0.26201106949166986,0.30768362258333537,0.159163149258417
15,4500.0,0.2349375041748204,0.29192497934647454,0.7304494146040768,0.3385119746973838,0.12160220822706791,0.42598559491180676,0.5044947694630069,0.07809403238688095,0.8833348678303512,0.8766279895537695,0.5727045817040607,0.7204669656734345
16,4800.0,0.9990745972189402,0.04441649120641322,0.2558242754773037,0.30294983712957757,0.31605466983813846,0.40674615309490836,0.8936144451712111,0.6737575346793175,0.46351515491506534,0.962875729295767,0.1362038845471284,0.010527285365245609
17,5100.0,0.8917210611911339,0.24977512421636017,0.9688667304784632,0.7894908948413667,0.14870285202849032,0.8142244906596519,0.16722358254111847,0.9498839595689705,0.7361649171411108,0.9987796961570319,0.3186085470385177,0.48594049304775555
18,5400.0,0.3929923833540985,0.3255099531825868,0.023649512846261378,0.20384009985226736,0.7543664234686357,0.6845272856199454,0.020137177676755824,0.0011493240771307534,0.08751221657331243,0.3129390979236638,0.5125127688014905,0.7138280671349125
19,5700.0,0.4978681824654062,0.6989411630520539,0.5730222706639904,0.7900472907635884,0.3631655800505015,0.0012008745956146871,0.3955408589368833,0.7994231663969009,0.5810040539659558,0.9441549608618625,0.6251515916545505,0.6738687309769825
20,6000.0,0.2873573077028263,0.44664907206763327,0.5458399767624341,0.10079817602164509,0.5352414823588985,0.8491705830060791,0.9016458190390637,0.923678901823355,0.2011871664083339,0.20578206678305588,0.27037724350050585,0.5539853078120913
21,6300.0,0.4908583330820543,0.6152226719597489,0.1359153063418852,0.09686273405097012,0.04538210481781846,0.6352983039534991,0.8292201495871199,0.8177103397322233,0.3112491149386025,0.5868304241947486,0.367256692010446,0.46482145517692297
22,6600.0,0.7286758769151771,0.6148041667292145,0.5072499561570429,0.3617691743921436,0.6496260215570486,0.51865283502733,0.877285241540279,0.8969509925578165,0.11689917195845112,0.6585955345685487,0.41130426682594656,0.6312731457223337
23,6900.0,0.1453935620615996,0.5183212274659832,0.06890716194022395,0.29625937275167935,0.23768745327398166,0.9524878229316259,0.7783135712368521,0.5218854738933523,0.30756247968379524,0.10163647218889615,0.977578256131009,0.04613689391637876
24,7200.0,0.4863729693627823,0.45984979333383613,0.47215684483905873,0.6114495429438196,0.9331854240451415,0.027438790244464606,0.9440611320495537,0.5340760518405756,0.7797566067559295,0.9760449077858987,0.46895821361381373,0.11084479520826274
25,7500.0,0.2898367399036813,0.3860376180314311,0.7593322988795028,0.9070480131713099,0.035836475756731434,0.9153256565029235,0.5420433758426072,0.1425213819907858,0.00971924086324183,0.963188181528021,0.15248312122469687,0.9585174714058311
26,7800.0,0.8591640409314565,0.11202191936937356,0.1966194211414538,0.7517692602804815,0.4276404807097096,0.4889082424828439,0.08399838656660374,0.5940561357684226,0.4713135276538978,0.2037879801239405,0.004951832966639258,0.9225849508028645
27,8100.0,0.5711950364154751,0.2335159442002207,0.16253602112748233,0.3487225303448295,0.4610706045277705,0.04572920879565223,0.36743369324205843,0.020652611212972016,0.5212884520170172,0.3235724712655802,0.0014812232770057276,0.2690865746584069
28,8400.0,0.8506679195482343,0.4131708888060188,0.33075656655121777,0.2977701244098342,0.665633518435584,0.3402207813990108,0.9773259056110418,0.5893767700892045,0.0028917619600257183,0.8647875052816073,0.27419151858988755,0.6902430494055551
29,8700.0,0.24199443595394576,0.49239177342210505,0.3860156082201346,0.024412685530088907,0.1363910953915054,0.6212774948393007,0.7430285829604169,0.4818353980138873,0.8369464659596468,0.041336840328943913,0.30060482279781897,0.582598748872388
30,9000.0,0.29715570728675267,0.7617856919055395,0.12621320775834965,0.6177517119719339,0.8514658569797946,0.3154376281319864,0.710303622212961,0.6422297255773288,0.8926504784293132,0.5646191048066422,0.9687007853067705,0.06326735897504632
31,9300.0,0.06432912348100195,0.15052704985768262,0.807398917455337,0.7052361991966375,0.09280263375752562,0.35855367964899765,0.0272132728176101,0.4216427032979707,0.6596673012133795,0.46889842931498404,0.14609248693980526,0.1225110925892432
32,9600.0,0.745112659564917,0.31220978770766317,0.7983524609073225,0.26913290868948725,0.014110570283808133,0.08835240436819003,0.10897795265521315,0.8493196899876642,0.2778186386110879,0.11132326125952785,0.42440042436590175,0.23907079346567217
33,9900.0,0.13103016066927442,0.12898373981301237,0.511444877158053,0.34838060258556447,0.6518798258211155,0.24201831876729318,0.48934885493520675,0.9993675264917833,0.6803029421108785,0.6109713008635593,0.6684232463718539,0.5317524592752496
34,10200.0,0.3345738725051244,0.7612215586674288,0.4956967171221123,0.8333171832997215,0.899963764507934,0.8593520474993418,0.7248477946475597,0.06314381375376266,0.19973448435896013,0.4651844946422078,0.9495128742765185,0.9594603999012883
35,10500.0,0.8042486469549355,0.28057145007461437,0.009770994883944062,0.33076180508790287,0.3504231509599357,0.682388752086586,0.9416028872852079,0.8774176955654914,0.40074742318253753,0.7377907653829261,0.6386725787395401,0.30177456390205804
36,10800.0,0.09277079054237836,0.26350060150321575,0.718159892524732,0.6816369529213883,0.3255196275145473,0.7178737873117866,0.7803101613860983,0.41811506099253737,0.4900226114298487,0.12303380461289193,0.813089523075507,0.7507265930421105
37,11100.0,0.28089489312754434,0.5935791842408934,0.4303458281932161,0.6104341249888745,0.13729609518071295,0.75280739051423,0.7527168636571563,0.023955228101388393,0.9574962535915086,0.46526792504587244,0.9656779339388523,0.2545506155916223
38,11400.0,0.2946011814897135,0.6343830693696396,0.14276264004827766,0.5426149556033798,0.7658884118556105,0.9891502700686534,0.5178896120691103,0.8986791029160595,0.020012505062189323,0.8311593509682964,0.7382423996078382,0.935656169218727
39,11700.0,0.5465784036677058,0.03636528352012336,0.31534162044402547,0.7984661430349536,0.6107929706967045,0.3072859268642515,0.40681850646251727,0.8542615014520468,0.6415796795737414,0.5648045276007052,0.5558460358841902,0.33946365672832446
40,12000.0,0.7305866441817597,0.9032200653380681,0.9974402956902737,0.5919949890533655,0.9506851331260114,0.2537433491366733,0.7549997299630818,0.08184719594632806,0.5061473517741765,0.6322757088927669,0.43383055580820873,0.2233018648739361
41,12300.0,0.17471484769708512,0.019428178877038405,0.30357118379885306,0.9891241003707208,0.10388178755100597,0.5015852053539409,0.10938328322575264,0.15799776286919198,0.28914189419895087,0.1579487323174643,0.544876894637073,0.612212215538849
42,12600.0,0.39869757621025215,0.2318854293530428,0.6175711738322657,0.7510993176764009,0.3716777285755659,0.5171777209996877,0.5562750733182011,0.6931696209777484,0.7337885021628058,0.14952609799052552,0.7925082608511576,0.41774679778894386
43,12900.0,0.13294349763885394,0.9914873087708838,0.16777440292551216,0.2344695463889055,0.16352816259761727,0.2587882167661836,0.6843239132537068,0.30143556052037024,0.9610936361012253,0.7189734256017233,0.3050234914565806,0.8751347588792094
44,13200.0,0.2846641724034248,0.3980010715657968,0.38460454565880065,0.2819804037081556,0.11595336282091762,0.41200254035850736,0.004253867666326294,0.3166516833254137,0.4198744457011909,0.7366136531766694,0.22932216527359184,0.19247732587484156
45,13500.0,0.7220093397338091,0.6296572458831556,0.017282478125704603,0.8278269666129154,0.6992305969448855,0.23349664097664058,0.6636178727826024,0.3029394332832176,0.6880717024305849,0.06549629739644025,0.0412541341751822,0.956436512959999
46,13800.0,0.1262801335348901,0.19388558425382652,0.32726881411552533,0.9266436706665279,0.9120942623214832,0.6106279967942806,0.975218609271902,0.024004610635044665,0.6035612718914444,0.2988015357868503,0.006727196668561364,0.34516239201596766
47,14100.0,0.23874449383549123,0.8170879791596879,0.4706816638487077,0.7329652985462576,0.5341675744079255,0.6035944244430554,0.08002486725743951,0.13863374514221283,0.3837071682777381,0.09903797750837506,0.5799388368687809,0.8435961581581312
48,14400.0,0.033488753208019806,0.6776115596820476,0.10774930665609139,0.060194790596781456,0.6653744052191054,0.6556296354154809,0.2201335184709977,0.6132797932214198,0.860548043373864,0.8807325960244835,0.3459887915881117,0.6976049942605197
49,14700.0,0.07312978116800495,0.077633535764289,0.4850266032822911,0.6286290871552871,0.686099243805384,0.6091425784057571,0.023820755157221374,0.013213442439127365,0.7756236382793865,0.7036656215682634,0.534715344077501,0.8280905703440291
50,15000.0,0.9133776200213048,0.8385083772627738,0.8461773158864047,0.779246265744147,0.6835499003883198,0.3747489349677954,0.10764702264776627,0.7385343631743426,0.904991177663731,0.6663018598615904,0.9328042725190864,0.7484007316125113
51,15300.0,0.996134690533972,0.98165478024448,0.19713559942559344,0.04375932139417893,0.5756654955013412,0.21439810276475502,0.23445276850333863,0.7111129116253736,0.13175795161823367,0.3584137960672683,0.3678262066684366,0.6521085734282605
52,15600.0,0.16259457168189873,0.5224891109080172,0.9438168016371714,0.3276937006225137,0.6420514280697709,0.9865540650059713,0.45770906153611335,0.11196010285231994,0.29011485822489835,0.2830289611345824,0.06808598746923211,0.540763303009495
53,15900.0,0.5624687781421773,0.624259840782749,0.13823642218762466,0.6252051215440793,0.024824687663420608,0.1194144051097461,0.17373324397400536,0.6852849283846422,0.3727246272528031,0.8827336332410239,0.13655830430074356,0.4579907696667129
54,16200.0,0.6004313044441287,0.2168424455313256,0.6150152517528896,0.6183233298534345,0.8779899452279225,0.876830375018939,0.9379554348384636,0.8741062261181682,0.04964683555486904,0.9393649374959916,0.995764938127588,0.9357627649443634
55,16500.0,0.9222384067895522,0.4130104659326279,0.22060994816311918,0.43927046829062677,0.8556800772995448,0.5805360516900516,0.20530861223545394,0.8872227200176014,0.8005595135217943,0.6996874036818246,0.27401575698046243,0.5856685513618756
56,16800.0,0.3822018642797089,0.37415572587452306,0.4168856925751634,0.047925335485713205,0.02870462374870064,0.515632178560859,0.7415356570641503,0.32842457275423087,0.9650698043588136,0.44127792196856086,0.2768965772339286,0.1666824835046793
57,17100.0,0.7301987895097218,0.2499467452802142,0.8010915302607968,0.3138681571413634,0.45859642447260274,0.7901290646774111,0.8713008752128915,0.5788922964472545,0.5800891180342409,0.7360495739268438,0.813534974802153,0.26334057663355104
58,17400.0,0.7697030564938538,0.9844246400023757,0.308562152182977,0.06521464810271527,0.7901516212288303,0.9682126959302987,0.05873464964225639,0.1353114953660206,0.9567155079911355,0.5265560125919477,0.86315728390464,0.4031813177687835
59,17700.0,0.04440090334641211,0.6814491838548403,0.7006419514225656,0.2219602240343551,0.4269513020525789,0.3995502142097479,0.7050144020414685,0.3593372731794461,0.3201414767855466,0.5422353278330136,0.6479851904365863,0.5912499058137802
60,18000.0,0.0317521662255974,0.7143918203716273,0.4780401155922144,0.859635802748163,0.8796600894210375,0.09665202450325683,0.5255912651911516,0.7442863476735649,0.8477253724700352,0.893827071683066,0.7123250273252596,0.2901917393826058
61,18300.0,0.12626031677579552,0.8232919519083187,0.8439736767340787,0.3432200679216223,0.42399836893901255,0.7506155119802398,0.15998898096726222,0.3781707279364015,0.9604708043924095,0.1871577223218932,0.322228564496181,0.4928608874849846
62,18600.0,0.4519699332432521,0.2040849910153052,0.45874346351396966,0.22250758713666607,0.007755760177833193,0.8114192328395053,0.2595447698957837,0.23626658672742107,0.802481532216887,0.8476349395984536,0.20216950706195702,0.5406761585843722
63,18900.0,0.9654607753477905,0.033666195581753655,0.5855219102457858,0.0031055026465510727,0.8463046707321583,0.6991425330249071,0.22748814903485748,0.08381326607919637,0.015550063563532612,0.38136090325981287,0.9447116626541209,0.724324276504348
64,19200.0,0.6170945275975761,0.8844304029832061,0.5399070396568064,0.026463692363265845,0.7446143445694356,0.5394475288827693,0.2900916247747498,0.31567899033221813,0.43329942485602335,0.8517526519063049,0.03443648348045569,0.7144055510235113
65,19500.0,0.22579282695635117,0.09083754166766045,0.4234509318177653,0.971723793182783,0.15958433749896395,0.8498251549177485,0.9772735171826474,0.09516231126000041,0.6199139395299685,0.5465512772918251,0.5589361746468002,0.11779649861025865
66,19800.0,0.6396246864136842,0.2513459216823364,0.1605975923624937,0.702897394305356,0.7854517248898706,0.4097976530094968,0.7390585511822529,0.6277372017757502,0.05303462646754653,0.557764781680481,0.8335723999545477,0.8362230106255012
67,20100.0,0.353552523437331,0.029548181903684245,0.24648208247380698,0.8612842244102532,0.6408473489100975,0.7972054476576501,0.8697795486814597,0.5232188372669293,0.45864468554924565,0.04940765205738584,0.47076527875404706,0.30465878732902774
68,20400.0,0.530292879713278,0.4369880144988111,0.527426736104557,0.207761890038628,0.55880619454056,0.9640611353308746,0.1543210279787922,0.10266981085825644,0.649594832909779,0.17790866787566262,0.012464775893206048,0.7169561580497206
69,20700.0,0.4353010630550229,0.09746068494194016,0.5363798861644395,0.943860626572663,0.24862278586457376,0.5031242411237036,0.2047673477725268,0.33806742413652524,0.2048966283297743,0.6755330365022134,0.5007829112156983,0.9414902129898469
70,21000.0,0.7567148846344854,0.08246685678015742,0.3387418013742364,0.242318174389634,0.9320052288947387,0.8331994747802897,0.4633391746813008,0.03493288051769905,0.8972677829444792,0.9425760412455443,0.39387838238786765,0.6334445837917435
71,21300.0,0.004596980995475675,0.7914888998064663,0.29030297506892067,0.1990408607893912,0.47706457893085275,0.9348621805105393,0.6920312927140609,0.4865466651403971,0.198374772240428,0.12602398301397288,0.20750607177607794,0.2864933535107824
72,21600.0,0.9508637985256915,0.6252509254799353,0.22986512415038618,0.577962490229505,0.1775796905381205,0.6494041410926037,0.19946425155707448,0.5613795725754493,0.653273152425657,0.20782166805856972,0.2386566731793447,0.5767775077839373
73,21900.0,0.28543394201684347,0.7253208845494951,0.19277559250478482,0.12310919366330797,0.7775952465702122,0.9578931717116014,0.12066650585176275,0.7386927490785452,0.12281474650149737,0.28472953965689873,0.41124055423830286,0.07030105374731432
74,22200.0,0.4460944589540513,0.9474766516014259,0.048517777604598966,0.15665874268264302,0.5567831064228834,0.740088143238825,0.12036975100955616,0.3669347957055584,0.7675186192100582,0.16809642938549685,0.09815042583479028,0.6923206465464911
75,22500.0,0.5734387208246494,0.06636438521221744,0.5801483357282738,0.9414427588173384,0.42463440122467633,0.7758965799273473,0.9438257963681955,0.2984908494953201,0.6102655066322239,0.16240057035946986,0.6615544149305116,0.44641582175208316
76,22800.0,0.9994246805480275,0.4629361955797412,0.6445227428904909,0.46562642979618296,0.3388010545023753,0.3466386523806618,0.336606002204628,0.6113003169277907,0.5842276364612645,0.6863826561335657,0.4089554663475541,0.749265845688685
77,23100.0,0.629420678151563,0.23536915484784315,0.7647354632966747,0.9370412632777853,0.1777045412679853,0.11058384533036014,0.679474198658754,0.5475271486339459,0.6511561847512499,0.8775047284097275,0.3804211921290266,0.8439808277946235
78,23400.0,0.2714197310171288,0.6459103746267267,0.7899550868441544,0.9530396991304976,0.23403452947562609,0.1529783468911824,0.709771284109898,0.2500639626954456,0.6344052545296676,0.00563093068691134,0.06921380888000239,0.3231693966907965
79,23700.0,0.7116238181417964,0.2775519177662742,0.27903201872684813,0.4855599326590607,0.656736918181436,0.8307946599543858,0.30939005760096816,0.33818781847743773,0.3425507876071179,0.0015465099477872668,0.2611098987821523,0.936782832655514
80,24000.0,0.2947016429952387,0.9542849867597476,0.14191431102050966,0.19428537938712687,0.31596475727331585,0.6256223545110953,0.415399729469227,0.9516220986133301,0.2906204069668351,0.5919783862645185,0.9000181779477939,0.5555778623637652
81,24300.0,0.2221893763648326,0.9088870007453023,0.70459975602039,0.048125545039472195,0.2994899438732439,0.12226014834593302,0.6068192998705243,0.753115848231626,0.026753326383666343,0.44730205996456085,0.5187083578679137,0.7747338871936384
82,24600.0,0.9558366393852723,0.2873290323528819,0.4482090309015535,0.4186537377004287,0.3379742252658997,0.5794679333407795,0.015901517839481127,0.1302901245710958,0.9558560012948837,0.15750832025803851,0.8485167122106926,2.5067218355490084e-05
83,24900.0,0.6150602256878909,0.1295690406429122,0.5291840786821995,0.5952684455870487,0.35293409889891003,0.44528209011522346,0.4482612567528822,0.027187639288755894,0.9496464125405737,0.6408220204162761,0.8943403718785894,0.5753141176150743
84,25200.0,0.49922033098037544,0.157318170869997,0.9603526837070963,0.10437626439734848,0.6627634427930233,0.2653157282613904,0.0018989702328401359,0.3838551720730834,0.7919362913122242,0.9942144812291168,0.520834721491465,0.6116920005671048
85,25500.0,0.009333533050720377,0.6018177839038312,0.2757202262180968,0.33765123830685717,0.9206765677341348,0.08220741934757747,0.48858244516015625,0.2777195519894591,0.8734021086227637,0.1741188184274307,0.4613305916768742,0.23792056398207817
86,25800.0,0.3984954029116775,0.640230107669226,0.916137145664979,0.7301803232696104,0.4673353293229454,0.8548902308353284,0.806871812986401,0.3381697707731638,0.235601632673746,0.5168274585620619,0.32149446858230823,0.876543680950264
87,26100.0,0.4018768593554347,0.16204322328296294,0.9385903135724175,0.09515678229541902,0.04264479217045691,0.7382893263017379,0.9723239841515634,0.6458146679562643,0.0813664189840394,0.18904997246824473,0.6871906871150031,0.9922190306746326
88,26400.0,0.2677870403831438,0.07884180076101954,0.60646264074278,0.2747890561992925,0.6590867170259747,0.36097831260903857,0.16582277406470014,0.2353175955699216,0.5022023588268173,0.5011197498369142,0.6263277239144158,0.6665694197733156
89,26700.0,0.9229184365498271,0.5951225982725254,0.0332286143172853,0.7044505241653524,0.8105747934325642,0.05600226142945086,0.7487399960502998,0.7966711283420749,0.6598573975448264,0.5475223318851371,0.723495431616066,0.820951531943169
90,27000.0,0.6492666304773057,0.36256475723236103,0.8727249658439586,0.19020891341094348,0.870504403458437,0.3721261482823287,0.7006453711685845,0.8053337826362778,0.5066183825271886,0.4279431070303188,0.21593720511949566,0.22925403515675635
91,27300.0,0.17379037255315433,0.6002890215329946,0.48062290134358354,0.8352698968363645,0.9894120901453989,0.6873934677830293,0.6674147435514581,0.2037233052969909,0.7984926739288268,0.35212188065947325,0.010224099769246653,0.4850539457060482
92,27600.0,0.2939084511417871,0.10933429236568837,0.36825746370326706,0.03718441534496453,0.9903315558942887,0.7834525996613229,0.6486285959962703,0.0844026821759929,0.9154074953776161,0.8253442544626626,0.7252463611296969,0.08911832642237072
93,27900.0,0.697888346116406,0.8467332273419235,0.34019351814202503,0.21605588633129824,0.8592929384988841,0.6987300854745129,0.9592838349748622,0.8518340554218738,0.13205833806654088,0.6838461079391512,0.06233629919515993,0.8967024293958362
94,28200.0,0.12406528212676582,0.4115361867930213,0.046290572141400865,0.30741747765384586,0.029261625019012305,0.028214136795973288,0.4547472728728583,0.8826077070606096,0.8202943677927604,0.13155226904792572,0.3454462638834209,0.5104301786375651
95,28500.0,0.0939401106607145,0.9741145584866886,0.1681967167383256,0.26266179474425966,0.3759361239965989,0.877511037283646,0.5958492491215095,0.6975490783380498,0.42535237627650824,0.9923224928249769,0.8733775035971814,0.041669370853361865
96,28800.0,0.5670487396694118,0.5587380824660424,0.3190361143167174,0.9129852448378603,0.0621848688362211,0.4895219221296,0.3002983642419571,0.4047115383239944,0.5746583633206329,0.6580282289295796,0.5981390223100407,0.40610836193515787
97,29100.0,0.14087902284478204,0.9306493261106795,0.15443775838865714,0.9108522254432923,0.04895263903094893,0.3123809685529756,0.892060023568569,0.0771585379328451,0.9938945163023885,0.6444172818275372,0.04867107708435314,0.3696394807315527
98,29400.0,0.34181859010642346,0.051390938317258494,0.6181127238333641,0.6906081471375695,0.5331334738969832,0.675349216472361,0.886792971374028,0.7229080569724976,0.85451594019944,0.2954776509392981,0.710235743096811,0.11475407446829355
99,29700.0,0.2545132039763641,0.9432125294168241,0.10690771802933041,0.795170583903969,0.4331999833135243,0.49966277463178765,0.21667733875443884,0.014040759133934544,0.1004364833249679,0.7938336145524384,0.6296188095418799,0.5107186006765314
100,30000.0,0.9221340938243625,0.1452147288720822,0.7371782136051054,0.8237410066111442,0.24784590612911328,0.9755415407792205,0.647246749440025,0.07390334265846266,0.17560582519028134,0.6128238445764023,0.89169772981888,0.6631510337603493
101,30300.0,0.6621537361652932,0.49568497450218274,0.809276600961685,0.5845296808342314,0.7784260506449895,0.28692288235691166,0.1648826285258187,0.650844666053412,0.08973752867791096,0.1330785135081095,0.6137303418863331,0.9265774983838393
102,30600.0,0.24889696461813593,0.14749386104207818,0.5316459587461317,0.2508661701117153,0.6319032798247798,0.9320302160153178,0.9831227954636629,0.13973611491100202,0.9249589444124959,0.19953784953605003,0.014832906234999332,0.6566331877402138
103,30900.0,0.1247735995841267,0.6833335862227,0.9710326825081254,0.8939824492094165,0.9365033622261956,0.6836036795471195,0.8759434867439625,0.9793200173163953,0.9851470096716114,0.22809500892303725,0.27095857442955296,0.6874614430959431
104,31200.0,0.9672563625012643,0.12004710620496539,0.8020924329673708,0.9893576931034523,0.4060333064482532,0.554655862801154,0.08260657839556329,0.18447110091959307,0.0258710145834804,0.8660484299198432,0.3142025357191459,0.37345645617028245
105,31500.0,0.6697521694485412,0.5944708165287523,0.18276353894441277,0.3762141393617504,0.7958754907299948,0.25444157623958596,0.4343942128484952,0.03226290599915438,0.017247118578284648,0.9549720773685482,0.08554970068446666,0.09794124505750113
106,31800.0,0.2187365051019896,0.8592562409513891,0.9993238947339781,0.11769698912174675,0.42995861387849255,0.6646072737820381,0.17318168184781368,0.2392886501225222,0.36670571835426713,0.3751943040117959,0.4595426386174539,0.6055654342884216
107,32100.0,0.9370364315938634,0.26883817394162124,0.22814251184644363,0.31295830274068603,0.4588065588100003,0.49414223386958445,0.814392739418708,0.6758840474781302,0.3822228536900618,0.5503274008710058,0.29259178272724606,0.7495835957617589
108,32400.0,0.371539724420215,0.6781710336501485,0.8261498021112398,0.8747274922905804,0.41099817591141874,0.4616560848876541,0.8902267290838226,0.6280340594155992,0.37187607605716977,0.1233701130379109,0.5781230087384895,0.21026783546978345
109,32700.0,0.6256144014898227,0.416800919131623,0.9237348971922353,0.6370615637466809,0.9375654371282621,0.7990052358822323,0.4415566853333994,0.05994753142456921,0.3174376724576281,0.9992942598957142,0.33722744434302554,0.20147525116807996
110,33000.0,0.5999324205002183,0.06795901107420244,0.22802574731569392,0.05771667563868765,0.8283457932159737,0.648259073532029,0.756261918842118,0.5154989015240434,0.4790131933071441,0.039989124493842954,0.08709945338876501,0.2874271613172561
111,33300.0,0.5727289481014055,0.3109472863303433,0.3132791650800578,0.17801812133535222,0.1829026971117429,0.9901303842484477,0.21320036628207195,0.49308183340964384,0.8694636917214241,0.6928894307913185,0.15704277532961763,0.9631103223663994
112,33600.0,0.10026796636785729,0.061166420382110176,0.9564790945752156,0.5491859313192008,0.10628118256176056,0.6548759114592793,0.3554380190590306,0.4531015330354585,0.9531468601673336,0.9223995232083476,0.5450485030837777,0.17314760888499736
113,33900.0,0.024225969528453795,0.7897267926770737,0.185476264632512,0.8721297184683126,0.5384687874642747,0.8712329242274557,0.9825496063517359,0.7552510827983565,0.5080053455671079,0.3223102242401751,0.5592071777067964,0.3636899379975007
114,34200.0,0.1206667808434172,0.918021521751323,0.10627108285817544,0.18031658337322842,0.04793552792056799,0.015467466399711416,0.78858761834154,0.10697619407682946,0.7803963993441508,0.02960797293009576,0.6124717651178678,0.8016039577241296
115,34500.0,0.3693147246725047,0.4839699898393923,0.34717313465259636,0.051271065319604237,0.7658694416386314,0.32266236891730227,0.49165197236332514,0.3831169885874678,0.5114468673055876,0.7582773971597103,0.5241297431748952,0.49286699698047687
116,34800.0,0.22983870279014718,0.11739493140388202,0.015379821167044727,0.3192657258389986,0.7431426455860375,0.5133454789986857,0.6657756987087435,0.1982176921404929,0.199136631167682,0.875865869382572,0.566145842671081,0.6898514715317979
117,35100.0,0.5920790704124594,0.22596701666170904,0.9385267283147793,0.056319494599456954,0.47447719710932157,0.5073651857753769,0.635882089248161,0.4487544752226502,0.796066662143377,0.6972373949613756,0.011653434314700006,0.5996891204849771
118,35400.0,0.5636399622260462,0.21347681571568888,0.11024245276244904,0.006193120072486402,0.8320302429917497,0.8397875541654231,0.8820984122252914,0.27730007366527165,0.40412804067190944,0.9308794646819399,0.8476731449348228,0.2653007868298164
119,35700.0,0.47785859211642545,0.8479359405481802,0.20190443065075747,0.8599219840624163,0.03014046004355575,0.1893475007134946,0.3569890848953219,0.06625710082462788,0.8326682175899579,0.8127275443061909,0.39896947089503165,0.6407726717113071
120,36000.0,0.8543270664159333,0.6052823244165751,0.32503173915582473,0.995581436052526,0.7165264873387966,0.43165394509216504,0.7987768828699124,0.12302273675101716,0.23796049814705478,0.8744801249244134,0.9112229203125204,0.5168580589352845
